height [mm],rad [mm],Freq [GHz],"dB(S(1,1)) []"
13.6,14.2,3.01,-8.158025822
13.6,14.2,3.02,-8.62510998
13.6,14.2,3.03,-9.130622342
13.6,14.2,3.04,-9.679159879
13.6,14.2,3.05,-10.2760981
13.6,14.2,3.06,-10.92774618
13.6,14.2,3.07,-11.64151335
13.6,14.2,3.08,-12.42605145
13.6,14.2,3.09,-13.29127779
13.6,14.2,3.1,-14.24803333
13.6,14.2,3.11,-15.30676575
13.6,14.2,3.12,-16.4737407
13.6,14.2,3.13,-17.74124514
13.6,14.2,3.14,-19.06442153
13.6,14.2,3.15,-20.31555232
13.6,14.2,3.16,-21.23395126
13.6,14.2,3.17,-21.49139915
13.6,14.2,3.18,-20.97209654
13.6,14.2,3.19,-19.9086575
13.6,14.2,3.2,-18.62683295
13.6,14.2,3.21,-17.33457662
13.6,14.2,3.22,-16.12160965
13.6,14.2,3.23,-15.01481615
13.6,14.2,3.24,-14.01487502
13.6,14.2,3.25,-13.11324216
13.6,14.2,3.26,-12.29906774
13.6,14.2,3.27,-11.56178507
13.6,14.2,3.28,-10.89194954
13.6,14.2,3.29,-10.28139838
13.6,14.2,3.3,-9.723165023
13.6,14.2,3.31,-9.211320714
13.6,14.2,3.32,-8.740810113
13.6,14.2,3.33,-8.307303854
13.6,14.2,3.34,-7.907073953
13.6,14.2,3.35,-7.536891267
13.6,14.2,3.36,-7.193942073
13.6,14.2,3.37,-6.875760464
13.6,14.2,3.38,-6.580173542
13.6,14.2,3.39,-6.305256831
13.6,14.2,3.4,-6.049297856
13.6,14.2,3.41,-5.81076622
13.6,14.2,3.42,-5.588288867
13.6,14.2,3.43,-5.380629504
13.6,14.2,3.44,-5.186671373
13.6,14.2,3.45,-5.005402732
13.6,14.2,3.46,-4.835904539
13.6,14.2,3.47,-4.677339941
13.6,14.2,3.48,-4.52894525
13.6,14.2,3.49,-4.390022147
13.6,14.2,3.5,-4.259930915
13.6,14.2,3.51,-4.138084532
13.6,14.2,3.52,-4.02394349
13.6,14.2,3.53,-3.917011228
13.6,14.2,3.54,-3.816830097
13.6,14.2,3.55,-3.722977771
13.6,14.2,3.56,-3.635064051
13.6,14.2,3.57,-3.552728008
13.6,14.2,3.58,-3.475635414
13.6,14.2,3.59,-3.403476444
13.6,14.2,3.6,-3.335963588
13.6,14.2,3.61,-3.27282978
13.6,14.2,3.62,-3.213826693
13.6,14.2,3.63,-3.158723193
13.6,14.2,3.64,-3.107303938
13.6,14.2,3.65,-3.059368099
13.6,14.2,3.66,-3.014728194
13.6,14.2,3.67,-2.973209023
13.6,14.2,3.68,-2.934646696
13.6,14.2,3.69,-2.898887738
13.6,14.2,3.7,-2.865788274
13.6,14.2,3.71,-2.835213276
13.6,14.2,3.72,-2.807035877
13.6,14.2,3.73,-2.781136733
13.6,14.2,3.74,-2.757403442
13.6,14.2,3.75,-2.735730004
13.6,14.2,3.76,-2.716016329
13.6,14.2,3.77,-2.698167775
13.6,14.2,3.78,-2.682094728
13.6,14.2,3.79,-2.667712213
13.6,14.2,3.8,-2.654939536
13.6,14.2,3.81,-2.643699951
13.6,14.2,3.82,-2.633920355
13.6,14.2,3.83,-2.625531008
13.6,14.2,3.84,-2.618465274
13.6,14.2,3.85,-2.612659387
13.6,14.2,3.86,-2.608052236
13.6,14.2,3.87,-2.604585171
13.6,14.2,3.88,-2.602201829
13.6,14.2,3.89,-2.600847979
13.6,14.2,3.9,-2.600471392
13.6,14.2,3.91,-2.601021725
13.6,14.2,3.92,-2.602450432
13.6,14.2,3.93,-2.604710695
13.6,14.2,3.94,-2.607757379
13.6,14.2,3.95,-2.611547012
13.6,14.2,3.96,-2.616037801
13.6,14.2,3.97,-2.621189663
13.6,14.2,3.98,-2.626964306
13.6,14.2,3.99,-2.633325332
13.6,14.2,4,-2.640238393
13.6,14.2,4.01,-2.647671382
13.6,14.2,4.02,-2.65559467
13.6,14.2,4.03,-2.663981403
13.6,14.2,4.04,-2.672807844
13.6,14.2,4.05,-2.682053776
13.6,14.2,4.06,-2.691702961
13.6,14.2,4.07,-2.701743658
13.6,14.2,4.08,-2.712169197
13.6,14.2,4.09,-2.722978599
13.6,14.2,4.1,-2.734177242
13.6,14.2,4.11,-2.745777545
13.6,14.2,4.12,-2.757799673
13.6,14.2,4.13,-2.770272204
13.6,14.2,4.14,-2.783232762
13.6,14.2,4.15,-2.796728551
13.6,14.2,4.16,-2.810816747
13.6,14.2,4.17,-2.825564713
13.6,14.2,4.18,-2.841049964
13.6,14.2,4.19,-2.857359835
13.6,14.2,4.2,-2.874590812
13.6,14.2,4.21,-2.892847472
13.6,14.2,4.22,-2.912241028
13.6,14.2,4.23,-2.932887465
13.6,14.2,4.24,-2.954905308
13.6,14.2,4.25,-2.978413084
13.6,14.2,4.26,-3.003526561
13.6,14.2,4.27,-3.030355911
13.6,14.2,4.28,-3.059002924
13.6,14.2,4.29,-3.08955844
13.6,14.2,4.3,-3.122100173
13.6,14.2,4.31,-3.156691047
13.6,14.2,4.32,-3.193378173
13.6,14.2,4.33,-3.23219253
13.6,14.2,4.34,-3.273149373
13.6,14.2,4.35,-3.316249327
13.6,14.2,4.36,-3.3614801
13.6,14.2,4.37,-3.408818687
13.6,14.2,4.38,-3.458233921
13.6,14.2,4.39,-3.509689226
13.6,14.2,4.4,-3.563145412
13.6,14.2,4.41,-3.618563386
13.6,14.2,4.42,-3.675906657
13.6,14.2,4.43,-3.735143568
13.6,14.2,4.44,-3.796249192
13.6,14.2,4.45,-3.859206878
13.6,14.2,4.46,-3.924009439
13.6,14.2,4.47,-3.99066002
13.6,14.2,4.48,-4.059172664
13.6,14.2,4.49,-4.129572628
13.6,14.2,4.5,-4.201896503
13.6,14.2,4.51,-4.276192172
13.6,14.2,4.52,-4.352518661
13.6,14.2,4.53,-4.430945918
13.6,14.2,4.54,-4.511554558
13.6,14.2,4.55,-4.594435599
13.6,14.2,4.56,-4.679690214
13.6,14.2,4.57,-4.767429514
13.6,14.2,4.58,-4.857774368
13.6,14.2,4.59,-4.950855276
13.6,14.2,4.6,-5.04681228
13.6,14.2,4.61,-5.145794926
13.6,14.2,4.62,-5.247962246
13.6,14.2,4.63,-5.353482771
13.6,14.2,4.64,-5.462534525
13.6,14.2,4.65,-5.575304993
13.6,14.2,4.66,-5.691991013
13.6,14.2,4.67,-5.812798553
13.6,14.2,4.68,-5.937942288
13.6,14.2,4.69,-6.067644917
13.6,14.2,4.7,-6.202136096
13.6,14.2,4.71,-6.341650842
13.6,14.2,4.72,-6.486427239
13.6,14.2,4.73,-6.636703185
13.6,14.2,4.74,-6.79271189
13.6,14.2,4.75,-6.954675701
13.6,14.2,4.76,-7.122797752
13.6,14.2,4.77,-7.297250762
13.6,14.2,4.78,-7.478162123
13.6,14.2,4.79,-7.665594211
13.6,14.2,4.8,-7.859518572
13.6,14.2,4.81,-8.059782333
13.6,14.2,4.82,-8.266064894
13.6,14.2,4.83,-8.477822709
13.6,14.2,4.84,-8.694219832
13.6,14.2,4.85,-8.914042185
13.6,14.2,4.86,-9.135594425
13.6,14.2,4.87,-9.356580307
13.6,14.2,4.88,-9.573971376
13.6,14.2,4.89,-9.783875188
13.6,14.2,4.9,-9.981423936
13.6,14.2,4.91,-10.16071683
13.6,14.2,4.92,-10.31486295
13.6,14.2,4.93,-10.43618
13.6,14.2,4.94,-10.51659933
13.6,14.2,4.95,-10.54829754
13.6,14.2,4.96,-10.52451527
13.6,14.2,4.97,-10.44044302
13.6,14.2,4.98,-10.2939868
13.6,14.2,4.99,-10.08621393
13.6,14.2,5,-9.82134842
13.8,14.2,1,-0.481957715
13.8,14.2,1.01,-0.4780059543
13.8,14.2,1.02,-0.4741165645
13.8,14.2,1.03,-0.4702903127
13.8,14.2,1.04,-0.4665279481
13.8,14.2,1.05,-0.4628302024
13.8,14.2,1.06,-0.4591977912
13.8,14.2,1.07,-0.4556314143
13.8,14.2,1.08,-0.4521317568
13.8,14.2,1.09,-0.4486994899
13.8,14.2,1.1,-0.4453352715
13.8,14.2,1.11,-0.4420397473
13.8,14.2,1.12,-0.438813551
13.8,14.2,1.13,-0.4356573055
13.8,14.2,1.14,-0.4325716233
13.8,14.2,1.15,-0.4295571073
13.8,14.2,1.16,-0.4266143512
13.8,14.2,1.17,-0.4237439405
13.8,14.2,1.18,-0.4209464528
13.8,14.2,1.19,-0.4182224584
13.8,14.2,1.2,-0.415572521
13.8,14.2,1.21,-0.4129971984
13.8,14.2,1.22,-0.4104970426
13.8,14.2,1.23,-0.4080726006
13.8,14.2,1.24,-0.4057244149
13.8,14.2,1.25,-0.403453024
13.8,14.2,1.26,-0.4012589627
13.8,14.2,1.27,-0.399142763
13.8,14.2,1.28,-0.3971049539
13.8,14.2,1.29,-0.3951460623
13.8,14.2,1.3,-0.3932666136
13.8,14.2,1.31,-0.3914671314
13.8,14.2,1.32,-0.3897481388
13.8,14.2,1.33,-0.388110158
13.8,14.2,1.34,-0.3865537112
13.8,14.2,1.35,-0.3850793208
13.8,14.2,1.36,-0.3836875099
13.8,14.2,1.37,-0.3823788022
13.8,14.2,1.38,-0.381153723
13.8,14.2,1.39,-0.3800127992
13.8,14.2,1.4,-0.3789565593
13.8,14.2,1.41,-0.3779855345
13.8,14.2,1.42,-0.3771002582
13.8,14.2,1.43,-0.3763012667
13.8,14.2,1.44,-0.3755890994
13.8,14.2,1.45,-0.374964299
13.8,14.2,1.46,-0.3744274117
13.8,14.2,1.47,-0.3739789877
13.8,14.2,1.48,-0.3736195807
13.8,14.2,1.49,-0.373349749
13.8,14.2,1.5,-0.3731700547
13.8,14.2,1.51,-0.3730810646
13.8,14.2,1.52,-0.3730833496
13.8,14.2,1.53,-0.3731774852
13.8,14.2,1.54,-0.3733640514
13.8,14.2,1.55,-0.3736436324
13.8,14.2,1.56,-0.3740168167
13.8,14.2,1.57,-0.3744841968
13.8,14.2,1.58,-0.3750463691
13.8,14.2,1.59,-0.3757039334
13.8,14.2,1.6,-0.3764574928
13.8,14.2,1.61,-0.3773076528
13.8,14.2,1.62,-0.3782550208
13.8,14.2,1.63,-0.3793002056
13.8,14.2,1.64,-0.3804438163
13.8,14.2,1.65,-0.3816864615
13.8,14.2,1.66,-0.3830287478
13.8,14.2,1.67,-0.3844712786
13.8,14.2,1.68,-0.3860146527
13.8,14.2,1.69,-0.387659462
13.8,14.2,1.7,-0.38940629
13.8,14.2,1.71,-0.3912557089
13.8,14.2,1.72,-0.393208277
13.8,14.2,1.73,-0.3952645359
13.8,14.2,1.74,-0.3974250065
13.8,14.2,1.75,-0.3996901854
13.8,14.2,1.76,-0.4020605402
13.8,14.2,1.77,-0.4045365041
13.8,14.2,1.78,-0.4071184707
13.8,14.2,1.79,-0.4098067867
13.8,14.2,1.8,-0.4126017452
13.8,14.2,1.81,-0.4155035769
13.8,14.2,1.82,-0.4185124406
13.8,14.2,1.83,-0.4216284127
13.8,14.2,1.84,-0.4248514753
13.8,14.2,1.85,-0.4281815022
13.8,14.2,1.86,-0.4316182439
13.8,14.2,1.87,-0.4351613102
13.8,14.2,1.88,-0.4388101506
13.8,14.2,1.89,-0.4425640323
13.8,14.2,1.9,-0.4464220152
13.8,14.2,1.91,-0.4503829238
13.8,14.2,1.92,-0.4544453153
13.8,14.2,1.93,-0.4586074436
13.8,14.2,1.94,-0.4628672186
13.8,14.2,1.95,-0.46722216
13.8,14.2,1.96,-0.471669345
13.8,14.2,1.97,-0.4762053492
13.8,14.2,1.98,-0.4808261797
13.8,14.2,1.99,-0.4855271985
13.8,14.2,2,-0.4903030364
13.8,14.2,2.01,-0.4951474948
13.8,14.2,2.02,-0.5000534347
13.8,14.2,2.03,-0.5050126497
13.8,14.2,2.04,-0.5100157228
13.8,14.2,2.05,-0.5150518626
13.8,14.2,2.06,-0.5201087186
13.8,14.2,2.07,-0.5251721699
13.8,14.2,2.08,-0.5302260865
13.8,14.2,2.09,-0.5352520589
13.8,14.2,2.1,-0.5402290906
13.8,14.2,2.11,-0.5451332522
13.8,14.2,2.12,-0.5499372906
13.8,14.2,2.13,-0.55461019
13.8,14.2,2.14,-0.5591166821
13.8,14.2,2.15,-0.5634166998
13.8,14.2,2.16,-0.5674647762
13.8,14.2,2.17,-0.5712093879
13.8,14.2,2.18,-0.5745922482
13.8,14.2,2.19,-0.5775475605
13.8,14.2,2.2,-0.5800012529
13.8,14.2,2.21,-0.5818702236
13.8,14.2,2.22,-0.5830616483
13.8,14.2,2.23,-0.5834724228
13.8,14.2,2.24,-0.5829888482
13.8,14.2,2.25,-0.5814867096
13.8,14.2,2.26,-0.5788319586
13.8,14.2,2.27,-0.5748822805
13.8,14.2,2.28,-0.5694899179
13.8,14.2,2.29,-0.5625062182
13.8,14.2,2.3,-0.5537884781
13.8,14.2,2.31,-0.543209737
13.8,14.2,2.32,-0.5306722015
13.8,14.2,2.33,-0.5161248944
13.8,14.2,2.34,-0.4995858435
13.8,14.2,2.35,-0.481168539
13.8,14.2,2.36,-0.4611114129
13.8,14.2,2.37,-0.4398076569
13.8,14.2,2.38,-0.417830899
13.8,14.2,2.39,-0.3959504131
13.8,14.2,2.4,-0.375128288
13.8,14.2,2.41,-0.3564912547
13.8,14.2,2.42,-0.3412725897
13.8,14.2,2.43,-0.3307250836
13.8,14.2,2.44,-0.3260137191
13.8,14.2,2.45,-0.3281042345
13.8,14.2,2.46,-0.3376680598
13.8,14.2,2.47,-0.3550226706
13.8,14.2,2.48,-0.3801188681
13.8,14.2,2.49,-0.4125752962
13.8,14.2,2.5,-0.4517497892
13.8,14.2,2.51,-0.4968305956
13.8,14.2,2.52,-0.5469296447
13.8,14.2,2.53,-0.6011638135
13.8,14.2,2.54,-0.6587162078
13.8,14.2,2.55,-0.7188753757
13.8,14.2,2.56,-0.7810546401
13.8,14.2,2.57,-0.844795973
13.8,14.2,2.58,-0.9097633743
13.8,14.2,2.59,-0.9757301855
13.8,14.2,2.6,-1.042563765
13.8,14.2,2.61,-1.110209872
13.8,14.2,2.62,-1.17867818
13.8,14.2,2.63,-1.248029653
13.8,14.2,2.64,-1.318366036
13.8,14.2,2.65,-1.389821429
13.8,14.2,2.66,-1.462555764
13.8,14.2,2.67,-1.536749923
13.8,14.2,2.68,-1.612602249
13.8,14.2,2.69,-1.690326188
13.8,14.2,2.7,-1.770148853
13.8,14.2,2.71,-1.852310339
13.8,14.2,2.72,-1.93706363
13.8,14.2,2.73,-2.024674998
13.8,14.2,2.74,-2.115424812
13.8,14.2,2.75,-2.20960868
13.8,14.2,2.76,-2.3075389
13.8,14.2,2.77,-2.409546187
13.8,14.2,2.78,-2.515981659
13.8,14.2,2.79,-2.627219095
13.8,14.2,2.8,-2.743657454
13.8,14.2,2.81,-2.865723697
13.8,14.2,2.82,-2.993875923
13.8,14.2,2.83,-3.128606865
13.8,14.2,2.84,-3.270447786
13.8,14.2,2.85,-3.419972853
13.8,14.2,2.86,-3.577804036
13.8,14.2,2.87,-3.744616643
13.8,14.2,2.88,-3.921145598
13.8,14.2,2.89,-4.108192585
13.8,14.2,2.9,-4.306634242
13.8,14.2,2.91,-4.5174316
13.8,14.2,2.92,-4.741641034
13.8,14.2,2.93,-4.980427036
13.8,14.2,2.94,-5.235077233
13.8,14.2,2.95,-5.507020142
13.8,14.2,2.96,-5.797846329
13.8,14.2,2.97,-6.109333784
13.8,14.2,2.98,-6.443478562
13.8,14.2,2.99,-6.802532027
13.8,14.2,3,-7.189046373
13.8,14.2,3.01,-7.605930536
13.8,14.2,3.02,-8.05651907
13.8,14.2,3.03,-8.544657011
13.8,14.2,3.04,-9.074803948
13.8,14.2,3.05,-9.652159962
13.8,14.2,3.06,-10.2828135
13.8,14.2,3.07,-10.97390364
13.8,14.2,3.08,-11.73376945
13.8,14.2,3.09,-12.57201031
13.8,14.2,3.1,-13.49926157
13.8,14.2,3.11,-14.52619743
13.8,14.2,3.12,-15.66056368
13.8,14.2,3.13,-16.89938317
13.8,14.2,3.14,-18.21013251
13.8,14.2,3.15,-19.49139806
13.8,14.2,3.16,-20.51876559
13.8,14.2,3.17,-20.96463579
13.8,14.2,3.18,-20.63346352
13.8,14.2,3.19,-19.68163106
13.8,14.2,3.2,-18.4375861
13.8,14.2,3.21,-17.14339691
13.8,14.2,3.22,-15.91320846
13.8,14.2,3.23,-14.78558754
13.8,14.2,3.24,-13.76589256
13.8,14.2,3.25,-12.84716173
13.8,14.2,3.26,-12.01887243
13.8,14.2,3.27,-11.27031199
13.8,14.2,3.28,-10.59173614
13.8,14.2,3.29,-9.97465511
13.8,14.2,3.3,-9.411794898
13.8,14.2,3.31,-8.896953366
13.8,14.2,3.32,-8.424837498
13.8,14.2,3.33,-7.990913029
13.8,14.2,3.34,-7.591275617
13.8,14.2,3.35,-7.222544111
13.8,14.2,3.36,-6.881773415
13.8,14.2,3.37,-6.566383754
13.8,14.2,3.38,-6.274103273
13.8,14.2,3.39,-6.002921319
13.8,14.2,3.4,-5.751050266
13.8,14.2,3.41,-5.516894129
13.8,14.2,3.42,-5.299022617
13.8,14.2,3.43,-5.096149517
13.8,14.2,3.44,-4.907114597
13.8,14.2,3.45,-4.730868321
13.8,14.2,3.46,-4.566458882
13.8,14.2,3.47,-4.413021113
13.8,14.2,3.48,-4.269766956
13.8,14.2,3.49,-4.135977219
13.8,14.2,3.5,-4.010994411
13.8,14.2,3.51,-3.894216481
13.8,14.2,3.52,-3.785091321
13.8,14.2,3.53,-3.68311192
13.8,14.2,3.54,-3.587812078
13.8,14.2,3.55,-3.498762588
13.8,14.2,3.56,-3.415567852
13.8,14.2,3.57,-3.337862835
13.8,14.2,3.58,-3.265310351
13.8,14.2,3.59,-3.197598616
13.8,14.2,3.6,-3.134439046
13.8,14.2,3.61,-3.075564271
13.8,14.2,3.62,-3.020726338
13.8,14.2,3.63,-2.969695085
13.8,14.2,3.64,-2.922256664
13.8,14.2,3.65,-2.8782122
13.8,14.2,3.66,-2.837376574
13.8,14.2,3.67,-2.799577311
13.8,14.2,3.68,-2.764653566
13.8,14.2,3.69,-2.732455204
13.8,14.2,3.7,-2.702841952
13.8,14.2,3.71,-2.675682631
13.8,14.2,3.72,-2.650854447
13.8,14.2,3.73,-2.628242348
13.8,14.2,3.74,-2.60773843
13.8,14.2,3.75,-2.5892414
13.8,14.2,3.76,-2.572656071
13.8,14.2,3.77,-2.557892915
13.8,14.2,3.78,-2.544867643
13.8,14.2,3.79,-2.533500826
13.8,14.2,3.8,-2.52371754
13.8,14.2,3.81,-2.515447057
13.8,14.2,3.82,-2.508622545
13.8,14.2,3.83,-2.503180813
13.8,14.2,3.84,-2.499062063
13.8,14.2,3.85,-2.496209681
13.8,14.2,3.86,-2.494570039
13.8,14.2,3.87,-2.494092324
13.8,14.2,3.88,-2.494728389
13.8,14.2,3.89,-2.496432617
13.8,14.2,3.9,-2.499161813
13.8,14.2,3.91,-2.502875113
13.8,14.2,3.92,-2.507533908
13.8,14.2,3.93,-2.513101795
13.8,14.2,3.94,-2.519544546
13.8,14.2,3.95,-2.526830096
13.8,14.2,3.96,-2.534928557
13.8,14.2,3.97,-2.543812248
13.8,14.2,3.98,-2.553455762
13.8,14.2,3.99,-2.563836041
13.8,14.2,4,-2.574932496
13.8,14.2,4.01,-2.586727141
13.8,14.2,4.02,-2.599204771
13.8,14.2,4.03,-2.612353157
13.8,14.2,4.04,-2.626163294
13.8,14.2,4.05,-2.640629668
13.8,14.2,4.06,-2.655750569
13.8,14.2,4.07,-2.671528447
13.8,14.2,4.08,-2.687970294
13.8,14.2,4.09,-2.70508808
13.8,14.2,4.1,-2.722899213
13.8,14.2,4.11,-2.741427045
13.8,14.2,4.12,-2.760701395
13.8,14.2,4.13,-2.780759099
13.8,14.2,4.14,-2.801644568
13.8,14.2,4.15,-2.823410335
13.8,14.2,4.16,-2.846117579
13.8,14.2,4.17,-2.869836592
13.8,14.2,4.18,-2.894647154
13.8,14.2,4.19,-2.920638793
13.8,14.2,4.2,-2.94791086
13.8,14.2,4.21,-2.976572389
13.8,14.2,4.22,-3.00674167
13.8,14.2,4.23,-3.038545479
13.8,14.2,4.24,-3.072117917
13.8,14.2,4.25,-3.107598787
13.8,14.2,4.26,-3.145131493
13.8,14.2,4.27,-3.18486042
13.8,14.2,4.28,-3.226927831
13.8,14.2,4.29,-3.271470316
13.8,14.2,4.3,-3.318614893
13.8,14.2,4.31,-3.368474921
13.8,14.2,4.32,-3.421146005
13.8,14.2,4.33,-3.476702155
13.8,14.2,4.34,-3.535192466
13.8,14.2,4.35,-3.596638601
13.8,14.2,4.36,-3.661033354
13.8,14.2,4.37,-3.728340509
13.8,14.2,4.38,-3.798496132
13.8,14.2,4.39,-3.871411348
13.8,14.2,4.4,-3.946976527
13.8,14.2,4.41,-4.02506668
13.8,14.2,4.42,-4.105547782
13.8,14.2,4.43,-4.188283665
13.8,14.2,4.44,-4.273143054
13.8,14.2,4.45,-4.360006381
13.8,14.2,4.46,-4.448772007
13.8,14.2,4.47,-4.53936157
13.8,14.2,4.48,-4.631724289
13.8,14.2,4.49,-4.725840116
13.8,14.2,4.5,-4.821721764
13.8,14.2,4.51,-4.919415671
13.8,14.2,4.52,-5.019002074
13.8,14.2,4.53,-5.120594343
13.8,14.2,4.54,-5.224337798
13.8,14.2,4.55,-5.33040818
13.8,14.2,4.56,-5.439009982
13.8,14.2,4.57,-5.550374768
13.8,14.2,4.58,-5.664759629
13.8,14.2,4.59,-5.782445871
13.8,14.2,4.6,-5.903737997
13.8,14.2,4.61,-6.028963044
13.8,14.2,4.62,-6.158470302
13.8,14.2,4.63,-6.292631408
13.8,14.2,4.64,-6.43184084
13.8,14.2,4.65,-6.576516768
13.8,14.2,4.66,-6.727102249
13.8,14.2,4.67,-6.884066727
13.8,14.2,4.68,-7.047907773
13.8,14.2,4.69,-7.219152999
13.8,14.2,4.7,-7.398362031
13.8,14.2,4.71,-7.586128395
13.8,14.2,4.72,-7.783081101
13.8,14.2,4.73,-7.989885616
13.8,14.2,4.74,-8.207243793
13.8,14.2,4.75,-8.435892099
13.8,14.2,4.76,-8.676597249
13.8,14.2,4.77,-8.93014789
13.8,14.2,4.78,-9.197340435
13.8,14.2,4.79,-9.478956258
13.8,14.2,4.8,-9.775726265
13.8,14.2,4.81,-10.08827714
13.8,14.2,4.82,-10.41705111
13.8,14.2,4.83,-10.76218793
13.8,14.2,4.84,-11.12335355
13.8,14.2,4.85,-11.49949505
13.8,14.2,4.86,-11.88849742
13.8,14.2,4.87,-12.28671624
13.8,14.2,4.88,-12.68837003
13.8,14.2,4.89,-13.08480741
13.8,14.2,4.9,-13.46373827
13.8,14.2,4.91,-13.80865492
13.8,14.2,4.92,-14.0988633
13.8,14.2,4.93,-14.31070721
13.8,14.2,4.94,-14.42047472
13.8,14.2,4.95,-14.40884874
13.8,14.2,4.96,-14.26565453
13.8,14.2,4.97,-13.99283424
13.8,14.2,4.98,-13.60407646
13.8,14.2,4.99,-13.12130584
13.8,14.2,5,-12.56983905
14,14.2,1,-0.4876303145
14,14.2,1.01,-0.4837417468
14,14.2,1.02,-0.479916548
14,14.2,1.03,-0.4761554183
14,14.2,1.04,-0.4724590398
14,14.2,1.05,-0.468828078
14,14.2,1.06,-0.4652631825
14,14.2,1.07,-0.4617649882
14,14.2,1.08,-0.4583341166
14,14.2,1.09,-0.4549711764
14,14.2,1.1,-0.451676765
14,14.2,1.11,-0.4484514688
14,14.2,1.12,-0.445295865
14,14.2,1.13,-0.4422105217
14,14.2,1.14,-0.4391959996
14,14.2,1.15,-0.4362528521
14,14.2,1.16,-0.4333816269
14,14.2,1.17,-0.4305828663
14,14.2,1.18,-0.4278571083
14,14.2,1.19,-0.4252048873
14,14.2,1.2,-0.4226267352
14,14.2,1.21,-0.4201231815
14,14.2,1.22,-0.4176947549
14,14.2,1.23,-0.4153419832
14,14.2,1.24,-0.4130653949
14,14.2,1.25,-0.4108655191
14,14.2,1.26,-0.4087428866
14,14.2,1.27,-0.4066980306
14,14.2,1.28,-0.4047314873
14,14.2,1.29,-0.4028437964
14,14.2,1.3,-0.4010355022
14,14.2,1.31,-0.3993071536
14,14.2,1.32,-0.3976593052
14,14.2,1.33,-0.3960925178
14,14.2,1.34,-0.3946073586
14,14.2,1.35,-0.3932044026
14,14.2,1.36,-0.3918842325
14,14.2,1.37,-0.3906474394
14,14.2,1.38,-0.3894946236
14,14.2,1.39,-0.3884263949
14,14.2,1.4,-0.3874433733
14,14.2,1.41,-0.3865461892
14,14.2,1.42,-0.3857354846
14,14.2,1.43,-0.3850119129
14,14.2,1.44,-0.3843761396
14,14.2,1.45,-0.3838288432
14,14.2,1.46,-0.3833707149
14,14.2,1.47,-0.38300246
14,14.2,1.48,-0.3827247973
14,14.2,1.49,-0.3825384603
14,14.2,1.5,-0.3824441974
14,14.2,1.51,-0.3824427721
14,14.2,1.52,-0.3825349634
14,14.2,1.53,-0.3827215664
14,14.2,1.54,-0.3830033922
14,14.2,1.55,-0.3833812682
14,14.2,1.56,-0.3838560387
14,14.2,1.57,-0.3844285645
14,14.2,1.58,-0.3850997235
14,14.2,1.59,-0.3858704102
14,14.2,1.6,-0.3867415362
14,14.2,1.61,-0.3877140297
14,14.2,1.62,-0.3887888353
14,14.2,1.63,-0.3899669141
14,14.2,1.64,-0.3912492425
14,14.2,1.65,-0.3926368124
14,14.2,1.66,-0.3941306298
14,14.2,1.67,-0.3957317142
14,14.2,1.68,-0.3974410976
14,14.2,1.69,-0.3992598227
14,14.2,1.7,-0.4011889417
14,14.2,1.71,-0.4032295141
14,14.2,1.72,-0.4053826044
14,14.2,1.73,-0.4076492798
14,14.2,1.74,-0.4100306067
14,14.2,1.75,-0.4125276473
14,14.2,1.76,-0.4151414554
14,14.2,1.77,-0.4178730715
14,14.2,1.78,-0.4207235175
14,14.2,1.79,-0.4236937899
14,14.2,1.8,-0.4267848529
14,14.2,1.81,-0.4299976298
14,14.2,1.82,-0.4333329932
14,14.2,1.83,-0.4367917539
14,14.2,1.84,-0.4403746487
14,14.2,1.85,-0.4440823251
14,14.2,1.86,-0.4479153252
14,14.2,1.87,-0.4518740665
14,14.2,1.88,-0.4559588198
14,14.2,1.89,-0.4601696846
14,14.2,1.9,-0.4645065602
14,14.2,1.91,-0.4689691126
14,14.2,1.92,-0.4735567376
14,14.2,1.93,-0.4782685167
14,14.2,1.94,-0.4831031684
14,14.2,1.95,-0.4880589905
14,14.2,1.96,-0.4931337954
14,14.2,1.97,-0.4983248348
14,14.2,1.98,-0.503628713
14,14.2,1.99,-0.5090412877
14,14.2,2,-0.5145575554
14,14.2,2.01,-0.5201715194
14,14.2,2.02,-0.5258760376
14,14.2,2.03,-0.5316626468
14,14.2,2.04,-0.5375213601
14,14.2,2.05,-0.5434404335
14,14.2,2.06,-0.5494060951
14,14.2,2.07,-0.5554022343
14,14.2,2.08,-0.561410042
14,14.2,2.09,-0.5674075961
14,14.2,2.1,-0.5733693849
14,14.2,2.11,-0.579265758
14,14.2,2.12,-0.5850622985
14,14.2,2.13,-0.5907191042
14,14.2,2.14,-0.5961899715
14,14.2,2.15,-0.601421472
14,14.2,2.16,-0.6063519186
14,14.2,2.17,-0.6109102201
14,14.2,2.18,-0.6150146317
14,14.2,2.19,-0.6185714221
14,14.2,2.2,-0.6214734979
14,14.2,2.21,-0.6235990517
14,14.2,2.22,-0.624810346
14,14.2,2.23,-0.6249527992
14,14.2,2.24,-0.6238546238
14,14.2,2.25,-0.6213273704
14,14.2,2.26,-0.6171678683
14,14.2,2.27,-0.6111622195
14,14.2,2.28,-0.6030926798
14,14.2,2.29,-0.5927484378
14,14.2,2.3,-0.5799414074
14,14.2,2.31,-0.5645280993
14,14.2,2.32,-0.546438292
14,14.2,2.33,-0.5257103955
14,14.2,2.34,-0.5025319158
