"height [mm]","rad [mm]","w1 [mm]","w2 [mm]","Freq [GHz]","dB(S(1,1)) []"
13,13,2.5,2,3.34,-15.0159207955966
13,13,2.5,2,3.35,-16.3248441118088
13,13,2.5,2,3.36,-17.8242327378689
13,13,2.5,2,3.37,-19.5258364353592
13,13,2.5,2,3.38,-21.3623297959978
13,13,2.5,2,3.39,-23.0109686623017
13,13,2.5,2,3.4,-23.7183713092615
13,13,2.5,2,3.41,-22.9618191262948
13,13,2.5,2,3.42,-21.3011287835321
13,13,2.5,2,3.43,-19.4753545948892
13,13,2.5,2,3.44,-17.7909101295309
13,13,2.5,2,3.45,-16.3091891798968
13,13,2.5,2,3.46,-15.0169977032509
13,13,2.5,2,3.47,-13.8861810224793
13,13,2.5,2,3.48,-12.8897927588098
13,13,2.5,2,3.49,-12.0054312591076
13,13,2.5,2,3.5,-11.21516862091
13,13,2.5,2,3.51,-10.5047488430072
13,13,2.5,2,3.52,-9.86277455942239
13,13,2.5,2,3.53,-9.2800428459064
13,13,2.5,2,3.54,-8.74903699363662
13,13,2.5,2,3.55,-8.26354561562311
13,13,2.5,2,3.56,-7.8183781382994
13,13,2.5,2,3.57,-7.40915135614143
13,13,2.5,2,3.58,-7.03212801793076
13,13,2.5,2,3.59,-6.68409358001172
13,13,2.5,2,3.6,-6.36226112561959
13,13,2.5,2,3.61,-6.06419723773935
13,13,2.5,2,3.62,-5.78776360010965
13,13,2.5,2,3.63,-5.53107051441231
13,13,2.5,2,3.64,-5.29243953044703
13,13,2.5,2,3.65,-5.07037311044744
13,13,2.5,2,3.66,-4.86352977270172
13,13,2.5,2,3.67,-4.670703541749
13,13,2.5,2,3.68,-4.49080681331767
13,13,2.5,2,3.69,-4.32285595031886
13,13,2.5,2,3.7,-4.16595908164348
13,13,2.5,2,3.71,-4.01930569245551
13,13,2.5,2,3.72,-3.88215768329107
13,13,2.5,2,3.73,-3.75384164289423
13,13,2.5,2,3.74,-3.63374213166585
13,13,2.5,2,3.75,-3.52129581277184
13,13,2.5,2,3.76,-3.41598629922101
13,13,2.5,2,3.77,-3.31733960971197
13,13,2.5,2,3.78,-3.2249201453556
13,13,2.5,2,3.79,-3.13832711469776
13,13,2.5,2,3.8,-3.05719134670009
13,13,2.5,2,3.81,-2.98117244116931
13,13,2.5,2,3.82,-2.90995621408126
13,13,2.5,2,3.83,-2.84325240172387
13,13,2.5,2,3.84,-2.78079259289516
13,13,2.5,2,3.85,-2.72232836277369
13,13,2.5,2,3.86,-2.66762958571875
13,13,2.5,2,3.87,-2.61648290729867
13,13,2.5,2,3.88,-2.56869035840307
13,13,2.5,2,3.89,-2.52406809645881
13,13,2.5,2,3.9,-2.48244526060976
13,13,2.5,2,3.91,-2.44366292929546
13,13,2.5,2,3.92,-2.40757317001814
13,13,2.5,2,3.93,-2.3740381722576
13,13,2.5,2,3.94,-2.34292945550982
13,13,2.5,2,3.95,-2.31412714531092
13,13,2.5,2,3.96,-2.28751931088403
13,13,2.5,2,3.97,-2.26300135872794
13,13,2.5,2,3.98,-2.24047547706782
13,13,2.5,2,3.99,-2.21985012662002
13,13,2.5,2,4,-2.20103957359521
13,13,2.5,2,4.01,-2.18396346128413
13,13,2.5,2,4.02,-2.16854641694552
13,13,2.5,2,4.03,-2.1547176910514
13,13,2.5,2,4.04,-2.14241082624634
13,13,2.5,2,4.05,-2.13156335364804
13,13,2.5,2,4.06,-2.12211651436139
13,13,2.5,2,4.07,-2.11401500429872
13,13,2.5,2,4.08,-2.10720674059984
13,13,2.5,2,4.09,-2.10164264812675
13,13,2.5,2,4.1,-2.09727646467432
13,13,2.5,2,4.11,-2.09406456368947
13,13,2.5,2,4.12,-2.09196579342981
13,13,2.5,2,4.13,-2.09094133162035
13,13,2.5,2,4.14,-2.09095455478401
13,13,2.5,2,4.15,-2.09197092152934
13,13,2.5,2,4.16,-2.09395786917954
13,13,2.5,2,4.17,-2.09688472321867
13,13,2.5,2,4.18,-2.10072261911753
13,13,2.5,2,4.19,-2.10544443618084
13,13,2.5,2,4.2,-2.11102474313185
13,13,2.5,2,4.21,-2.11743975521889
13,13,2.5,2,4.22,-2.12466730269166
13,13,2.5,2,4.23,-2.13268681055364
13,13,2.5,2,4.24,-2.14147928954985
13,13,2.5,2,4.25,-2.15102733839702
13,13,2.5,2,4.26,-2.16131515730535
13,13,2.5,2,4.27,-2.17232857287713
13,13,2.5,2,4.28,-2.18405507449629
13,13,2.5,2,4.29,-2.19648386234563
13,13,2.5,2,4.3,-2.20960590720046
13,13,2.5,2,4.31,-2.22341402215218
13,13,2.5,2,4.32,-2.23790294640698
13,13,2.5,2,4.33,-2.25306944128508
13,13,2.5,2,4.34,-2.26891239851117
13,13,2.5,2,4.35,-2.28543296083522
13,13,2.5,2,4.36,-2.30263465495283
13,13,2.5,2,4.37,-2.32052353660185
13,13,2.5,2,4.38,-2.33910834759639
13,13,2.5,2,4.39,-2.35840068441512
13,13,2.5,2,4.4,-2.37841517778651
13,13,2.5,2,4.41,-2.39916968250613
13,13,2.5,2,4.42,-2.4206854764751
13,13,2.5,2,4.43,-2.44298746766428
13,13,2.5,2,4.44,-2.46610440737998
13,13,2.5,2,4.45,-2.49006910783376
13,13,2.5,2,4.46,-2.51491866159822
13,13,2.5,2,4.47,-2.54069466006357
13,13,2.5,2,4.48,-2.56744340749566
13,13,2.5,2,4.49,-2.59521612673888
13,13,2.5,2,4.5,-2.62406915201226
13,13,2.5,2,4.51,-2.65406410362132
13,13,2.5,2,4.52,-2.6852680387639
13,13,2.5,2,4.53,-2.71775357196097
13,13,2.5,2,4.54,-2.75159895801257
13,13,2.5,2,4.55,-2.78688812978925
13,13,2.5,2,4.56,-2.82371068265223
13,13,2.5,2,4.57,-2.8621617968837
13,13,2.5,2,4.58,-2.9023420892454
13,13,2.5,2,4.59,-2.94435738471115
13,13,2.5,2,4.6,-2.98831839958746
13,13,2.5,2,4.61,-3.03434032769363
13,13,2.5,2,4.62,-3.08254232206946
13,13,2.5,2,4.63,-3.13304686585816
13,13,2.5,2,4.64,-3.18597902761298
13,13,2.5,2,4.65,-3.2414655983236
13,13,2.5,2,4.66,-3.29963410996131
13,13,2.5,2,4.67,-3.36061173828811
13,13,2.5,2,4.68,-3.42452409602599
13,13,2.5,2,4.69,-3.49149392617059
13,13,2.5,2,4.7,-3.56163970915904
13,13,2.5,2,4.71,-3.6350742016309
13,13,2.5,2,4.72,-3.71190292849473
13,13,2.5,2,4.73,-3.79222265373899
13,13,2.5,2,4.74,-3.87611985870369
13,13,2.5,2,4.75,-3.96366925914552
13,13,2.5,2,4.76,-4.05493239418174
13,13,2.5,2,4.77,-4.14995632090842
13,13,2.5,2,4.78,-4.24877244801489
13,13,2.5,2,4.79,-4.35139553997299
13,13,2.5,2,4.8,-4.45782292034605
13,13,2.5,2,4.81,-4.5680338984926
13,13,2.5,2,4.82,-4.68198943856235
13,13,2.5,2,4.83,-4.79963208339933
13,13,2.5,2,4.84,-4.92088613904304
13,13,2.5,2,4.85,-5.045658118261
13,13,2.5,2,4.86,-5.1738374342903
13,13,2.5,2,4.87,-5.30529732904725
13,13,2.5,2,4.88,-5.43989601379741
13,13,2.5,2,4.89,-5.57747799493481
13,13,2.5,2,4.9,-5.71787555331232
13,13,2.5,2,4.91,-5.86091034263234
13,13,2.5,2,4.92,-6.00639507081385
13,13,2.5,2,4.93,-6.15413522798373
13,13,2.5,2,4.94,-6.30393082571283
13,13,2.5,2,4.95,-6.45557811419467
13,13,2.5,2,4.96,-6.60887124705674
13,13,2.5,2,4.97,-6.76360386719577
13,13,2.5,2,4.98,-6.91957059121445
13,13,2.5,2,4.99,-7.07656837448986
13,13,2.5,2,5,-7.23439774342106
13,13,3,2,1,-0.49125768061121
13,13,3,2,1.01,-0.487281213079308
13,13,3,2,1.02,-0.483360178329189
13,13,3,2,1.03,-0.479495408388089
13,13,3,2,1.04,-0.475687712778261
13,13,3,2,1.05,-0.471937879303395
13,13,3,2,1.06,-0.468246674826686
13,13,3,2,1.07,-0.464614846040126
13,13,3,2,1.08,-0.461043120224879
13,13,3,2,1.09,-0.457532206002324
13,13,3,2,1.1,-0.454082794075559
13,13,3,2,1.11,-0.450695557961293
13,13,3,2,1.12,-0.447371154711931
13,13,3,2,1.13,-0.444110225627839
13,13,3,2,1.14,-0.440913396959742
13,13,3,2,1.15,-0.437781280601264
13,13,3,2,1.16,-0.434714474771687
13,13,3,2,1.17,-0.431713564688988
13,13,3,2,1.18,-0.428779123233291
13,13,3,2,1.19,-0.425911711600831
13,13,3,2,1.2,-0.423111879948676
13,13,3,2,1.21,-0.42038016803031
13,13,3,2,1.22,-0.417717105822354
13,13,3,2,1.23,-0.415123214142604
13,13,3,2,1.24,-0.412599005259699
13,13,3,2,1.25,-0.41014498349459
13,13,3,2,1.26,-0.407761645814156
13,13,3,2,1.27,-0.405449482417226
13,13,3,2,1.28,-0.4032089773133
13,13,3,2,1.29,-0.401040608894246
13,13,3,2,1.3,-0.398944850499337
13,13,3,2,1.31,-0.39692217097389
13,13,3,2,1.32,-0.394973035221814
13,13,3,2,1.33,-0.393097904752436
13,13,3,2,1.34,-0.391297238221864
13,13,3,2,1.35,-0.389571491969211
13,13,3,2,1.36,-0.387921120548012
13,13,3,2,1.37,-0.386346577253122
13,13,3,2,1.38,-0.384848314643364
13,13,3,2,1.39,-0.383426785060275
13,13,3,2,1.4,-0.382082441143169
13,13,3,2,1.41,-0.380815736340807
13,13,3,2,1.42,-0.379627125419949
13,13,3,2,1.43,-0.378517064970959
13,13,3,2,1.44,-0.377486013910756
13,13,3,2,1.45,-0.376534433983238
13,13,3,2,1.46,-0.375662790257423
13,13,3,2,1.47,-0.374871551623365
13,13,3,2,1.48,-0.374161191286042
13,13,3,2,1.49,-0.373532187257259
13,13,3,2,1.5,-0.372985022845602
13,13,3,2,1.51,-0.372520187144491
13,13,3,2,1.52,-0.372138175518232
13,13,3,2,1.53,-0.37183949008603
13,13,3,2,1.54,-0.371624640203774
13,13,3,2,1.55,-0.371494142943409
13,13,3,2,1.56,-0.37144852356957
13,13,3,2,1.57,-0.371488316013178
13,13,3,2,1.58,-0.371614063341486
13,13,3,2,1.59,-0.371826318224053
13,13,3,2,1.6,-0.37212564339399
13,13,3,2,1.61,-0.372512612103703
13,13,3,2,1.62,-0.372987808574198
13,13,3,2,1.63,-0.373551828436895
13,13,3,2,1.64,-0.374205279166732
13,13,3,2,1.65,-0.374948780505104
13,13,3,2,1.66,-0.375782964871024
13,13,3,2,1.67,-0.376708477758649
13,13,3,2,1.68,-0.377725978119014
13,13,3,2,1.69,-0.378836138723553
13,13,3,2,1.7,-0.380039646506697
13,13,3,2,1.71,-0.381337202884337
13,13,3,2,1.72,-0.382729524044722
13,13,3,2,1.73,-0.384217341207711
13,13,3,2,1.74,-0.385801400847901
13,13,3,2,1.75,-0.387482464876509
13,13,3,2,1.76,-0.389261310776269
13,13,3,2,1.77,-0.391138731682833
13,13,3,2,1.78,-0.393115536405372
13,13,3,2,1.79,-0.395192549378094
13,13,3,2,1.8,-0.397370610533392
13,13,3,2,1.81,-0.399650575086145
13,13,3,2,1.82,-0.402033313217303
13,13,3,2,1.83,-0.404519709643478
13,13,3,2,1.84,-0.407110663057447
13,13,3,2,1.85,-0.409807085422638
13,13,3,2,1.86,-0.412609901102467
13,13,3,2,1.87,-0.415520045802852
13,13,3,2,1.88,-0.418538465303576
13,13,3,2,1.89,-0.421666113950831
13,13,3,2,1.9,-0.424903952879797
13,13,3,2,1.91,-0.428252947931955
13,13,3,2,1.92,-0.431714067227149
13,13,3,2,1.93,-0.435288278345158
13,13,3,2,1.94,-0.438976545065415
13,13,3,2,1.95,-0.442779823606677
13,13,3,2,1.96,-0.44669905830046
13,13,3,2,1.97,-0.450735176623122
13,13,3,2,1.98,-0.454889083501082
13,13,3,2,1.99,-0.459161654791837
13,13,3,2,2,-0.463553729829888
13,13,3,2,2.01,-0.46806610291103
13,13,3,2,2.02,-0.472699513570643
13,13,3,2,2.03,-0.47745463549088
13,13,3,2,2.04,-0.482332063847984
13,13,3,2,2.05,-0.48733230088353
13,13,3,2,2.06,-0.492455739451862
13,13,3,2,2.07,-0.497702644259321
13,13,3,2,2.08,-0.503073130468868
13,13,3,2,2.09,-0.508567139294613
13,13,3,2,2.1,-0.514184410154328
13,13,3,2,2.11,-0.519924448882365
13,13,3,2,2.12,-0.525786491429225
13,13,3,2,2.13,-0.531769462385816
13,13,3,2,2.14,-0.537871927567802
13,13,3,2,2.15,-0.544092039776331
13,13,3,2,2.16,-0.550427476713149
13,13,3,2,2.17,-0.556875369867287
13,13,3,2,2.18,-0.563432223004229
13,13,3,2,2.19,-0.570093818671851
13,13,3,2,2.2,-0.576855110887187
13,13,3,2,2.21,-0.58371010187799
13,13,3,2,2.22,-0.590651700419177
13,13,3,2,2.23,-0.597671558919916
13,13,3,2,2.24,-0.604759885977769
13,13,3,2,2.25,-0.611905230616263
13,13,3,2,2.26,-0.619094233858556
13,13,3,2,2.27,-0.626311342660401
13,13,3,2,2.28,-0.633538480534132
13,13,3,2,2.29,-0.640754668450616
13,13,3,2,2.3,-0.647935588829362
13,13,3,2,2.31,-0.655053084654103
13,13,3,2,2.32,-0.662074585044256
13,13,3,2,2.33,-0.668962448069275
13,13,3,2,2.34,-0.67567321136441
13,13,3,2,2.35,-0.682156741421255
13,13,3,2,2.36,-0.688355273622888
13,13,3,2,2.37,-0.694202337664719
13,13,3,2,2.38,-0.699621567656738
13,13,3,2,2.39,-0.704525403942113
13,13,3,2,2.4,-0.708813705885107
13,13,3,2,2.41,-0.712372313477506
13,13,3,2,2.42,-0.715071623116871
13,13,3,2,2.43,-0.716765282578856
13,13,3,2,2.44,-0.717289166045151
13,13,3,2,2.45,-0.716460866638873
13,13,3,2,2.46,-0.71408004585854
13,13,3,2,2.47,-0.709930109947019
13,13,3,2,2.48,-0.703781842271136
13,13,3,2,2.49,-0.695399800035496
13,13,3,2,2.5,-0.684552460432286
13,13,3,2,2.51,-0.671027229175265
13,13,3,2,2.52,-0.654651422016353
13,13,3,2,2.53,-0.635320072189178
13,13,3,2,2.54,-0.613030736313513
13,13,3,2,2.55,-0.587924185527629
13,13,3,2,2.56,-0.560327852837163
13,13,3,2,2.57,-0.530796229262737
13,13,3,2,2.58,-0.500139500657376
13,13,3,2,2.59,-0.469429556019573
13,13,3,2,2.6,-0.439972512649778
13,13,3,2,2.61,-0.413240561907279
13,13,3,2,2.62,-0.390763853153779
13,13,3,2,2.63,-0.373994053992132
13,13,3,2,2.64,-0.364161698389847
13,13,3,2,2.65,-0.362154875232922
13,13,3,2,2.66,-0.368443884442104
13,13,3,2,2.67,-0.383065405937155
13,13,3,2,2.68,-0.405664606376961
13,13,3,2,2.69,-0.435580337751248
13,13,3,2,2.7,-0.471951628279759
13,13,3,2,2.71,-0.513824085588044
13,13,3,2,2.72,-0.560240557655037
13,13,3,2,2.73,-0.610308063732924
13,13,3,2,2.74,-0.663239787468627
13,13,3,2,2.75,-0.718375396453196
13,13,3,2,2.76,-0.775184994791472
13,13,3,2,2.77,-0.833262237055925
13,13,3,2,2.78,-0.892311322064193
13,13,3,2,2.79,-0.952131390596589
13,13,3,2,2.8,-1.01260067781016
13,13,3,2,2.81,-1.07366181038935
13,13,3,2,2.82,-1.13530894023154
13,13,3,2,2.83,-1.19757694609635
13,13,3,2,2.84,-1.26053265953944
13,13,3,2,2.85,-1.3242679267484
13,13,3,2,2.86,-1.38889425771979
13,13,3,2,2.87,-1.45453880454043
13,13,3,2,2.88,-1.52134142815284
13,13,3,2,2.89,-1.58945264312969
13,13,3,2,2.9,-1.65903226388071
13,13,3,2,2.91,-1.73024860857535
13,13,3,2,2.92,-1.80327814658044
13,13,3,2,2.93,-1.87830550055277
13,13,3,2,2.94,-1.95552373547094
13,13,3,2,2.95,-2.03513488422105
13,13,3,2,2.96,-2.11735067341847
13,13,3,2,2.97,-2.20239342453301
13,13,3,2,2.98,-2.29049711464162
13,13,3,2,2.99,-2.38190858875186
13,13,3,2,3,-2.47688892204877
13,13,3,2,3.01,-2.5757149359831
13,13,3,2,3.02,-2.67868087715826
13,13,3,2,3.03,-2.7861002727676
13,13,3,2,3.04,-2.8983079811404
13,13,3,2,3.05,-3.01566246102688
13,13,3,2,3.06,-3.13854828884637
13,13,3,2,3.07,-3.26737895952255
13,13,3,2,3.08,-3.4026000140603
13,13,3,2,3.09,-3.54469254607429
13,13,3,2,3.1,-3.6941771505445
13,13,3,2,3.11,-3.85161839177272
13,13,3,2,3.12,-4.01762988464571
13,13,3,2,3.13,-4.19288010493151
13,13,3,2,3.14,-4.37809907184452
13,13,3,2,3.15,-4.57408608138683
13,13,3,2,3.16,-4.78171871455182
13,13,3,2,3.17,-5.00196340383484
13,13,3,2,3.18,-5.23588791943941
13,13,3,2,3.19,-5.4846762398049
13,13,3,2,3.2,-5.7496464090953
13,13,3,2,3.21,-6.03227217064772
13,13,3,2,3.22,-6.33420941976583
13,13,3,2,3.23,-6.65732887061909
13,13,3,2,3.24,-7.00375682367954
13,13,3,2,3.25,-7.37592661795006
13,13,3,2,3.26,-7.77664435824723
13,13,3,2,3.27,-8.20917398332395
13,13,3,2,3.28,-8.67734894642301
13,13,3,2,3.29,-9.18572114784271
13,13,3,2,3.3,-9.73976302405439
13,13,3,2,3.31,-10.3461471476647
13,13,3,2,3.32,-11.0131416602933
13,13,3,2,3.33,-11.7511837335859
13,13,3,2,3.34,-12.5737356346767
13,13,3,2,3.35,-13.4986065470099
13,13,3,2,3.36,-14.5500764266489
13,13,3,2,3.37,-15.7624742399109
13,13,3,2,3.38,-17.1865594610281
13,13,3,2,3.39,-18.9017041623603
13,13,3,2,3.4,-21.041023995021
13,13,3,2,3.41,-23.84663014239
13,13,3,2,3.42,-27.7701960572662
13,13,3,2,3.43,-32.7969529001659
13,13,3,2,3.44,-31.6022533839027
13,13,3,2,3.45,-26.6488344655006
13,13,3,2,3.46,-23.0779752730175
13,13,3,2,3.47,-20.4863228939306
13,13,3,2,3.48,-18.4839864969068
13,13,3,2,3.49,-16.864661703642
13,13,3,2,3.5,-15.5125634242998
13,13,3,2,3.51,-14.3573187228073
13,13,3,2,3.52,-13.3532271329286
13,13,3,2,3.53,-12.4690021660213
13,13,3,2,3.54,-11.682297510973
13,13,3,2,3.55,-10.9765898089812
13,13,3,2,3.56,-10.3393044331013
13,13,3,2,3.57,-9.76063642003848
13,13,3,2,3.58,-9.2327799192034
13,13,3,2,3.59,-8.74940804440167
13,13,3,2,3.6,-8.30531184977684
13,13,3,2,3.61,-7.89614362338684
13,13,3,2,3.62,-7.51823044611602
13,13,3,2,3.63,-7.16843621564702
13,13,3,2,3.64,-6.84405780594645
13,13,3,2,3.65,-6.54274572066232
13,13,3,2,3.66,-6.262442616802
13,13,3,2,3.67,-6.001335063002
13,13,3,2,3.68,-5.75781523343602
13,13,3,2,3.69,-5.53045015413202
13,13,3,2,3.7,-5.31795675642426
13,13,3,2,3.71,-5.11918144353475
13,13,3,2,3.72,-4.93308319994555
13,13,3,2,3.73,-4.75871950830883
13,13,3,2,3.74,-4.5952345113654
13,13,3,2,3.75,-4.4418489845871
13,13,3,2,3.76,-4.29785178140309
13,13,3,2,3.77,-4.16259248559365
13,13,3,2,3.78,-4.03547506090051
13,13,3,2,3.79,-3.91595233053554
13,13,3,2,3.8,-3.80352115227444
13,13,3,2,3.81,-3.69771818055637
13,13,3,2,3.82,-3.59811612720447
13,13,3,2,3.83,-3.50432044833366
13,13,3,2,3.84,-3.41596639769045
13,13,3,2,3.85,-3.33271639680829
13,13,3,2,3.86,-3.25425768051899
13,13,3,2,3.87,-3.18030018296378
13,13,3,2,3.88,-3.1105746346231
13,13,3,2,3.89,-3.04483084528806
13,13,3,2,3.9,-2.98283615152456
13,13,3,2,3.91,-2.92437401018768
13,13,3,2,3.92,-2.86924272205076
13,13,3,2,3.93,-2.81725427171494
13,13,3,2,3.94,-2.76823327173629
13,13,3,2,3.95,-2.72201600040965
13,13,3,2,3.96,-2.67844952392842
13,13,3,2,3.97,-2.63739089473569
13,13,3,2,3.98,-2.59870641882649
13,13,3,2,3.99,-2.56227098557696
13,13,3,2,4,-2.52796745438663
13,13,3,2,4.01,-2.49568609303817
13,13,3,2,4.02,-2.46532406322272
13,13,3,2,4.03,-2.43678494915493
13,13,3,2,4.04,-2.40997832562425
13,13,3,2,4.05,-2.38481936220134
13,13,3,2,4.06,-2.36122846065033
13,13,3,2,4.07,-2.33913092289322
13,13,3,2,4.08,-2.31845664713633
13,13,3,2,4.09,-2.29913985000549
13,13,3,2,4.1,-2.28111881274916
13,13,3,2,4.11,-2.2643356497592
13,13,3,2,4.12,-2.24873609783215
13,13,3,2,4.13,-2.23426932474885
13,13,3,2,4.14,-2.22088775589168
13,13,3,2,4.15,-2.20854691774589
13,13,3,2,4.16,-2.19720529724775
13,13,3,2,4.17,-2.18682421604693
13,13,3,2,4.18,-2.17736771884643
13,13,3,2,4.19,-2.16880247506983
13,13,3,2,4.2,-2.16109769318441
13,13,3,2,4.21,-2.15422504708023
13,13,3,2,4.22,-2.1481586139696
13,13,3,2,4.23,-2.14287482332933
13,13,3,2,4.24,-2.13835241646077
13,13,3,2,4.25,-2.13457241628826
13,13,3,2,4.26,-2.13151810705782
13,13,3,2,4.27,-2.12917502363269
13,13,3,2,4.28,-2.12753095011243
13,13,3,2,4.29,-2.12657592752611
13,13,3,2,4.3,-2.12630227036884
13,13,3,2,4.31,-2.12670459176383
13,13,3,2,4.32,-2.12777983703837
13,13,3,2,4.33,-2.12952732550279
13,13,3,2,4.34,-2.13194880021468
13,13,3,2,4.35,-2.13504848549652
13,13,3,2,4.36,-2.13883315195378
13,13,3,2,4.37,-2.14331218870946
13,13,3,2,4.38,-2.1484976825326
13,13,3,2,4.39,-2.15440450348858
13,13,3,2,4.4,-2.1610503966797
13,13,3,2,4.41,-2.16845607957347
13,13,3,2,4.42,-2.17664534433292
13,13,3,2,4.43,-2.1856451644677
13,13,3,2,4.44,-2.19548580501521
13,13,3,2,4.45,-2.20620093533785
13,13,3,2,4.46,-2.21782774348488
13,13,3,2,4.47,-2.23040705091479
13,13,3,2,4.48,-2.24398342620751
13,13,3,2,4.49,-2.25860529621443
13,13,3,2,4.5,-2.27432505290002
13,13,3,2,4.51,-2.29119915392241
13,13,3,2,4.52,-2.30928821478401
13,13,3,2,4.53,-2.32865709016
13,13,3,2,4.54,-2.34937494178523
13,13,3,2,4.55,-2.3715152900542
13,13,3,2,4.56,-2.39515604626909
13,13,3,2,4.57,-2.42037952226485
13,13,3,2,4.58,-2.4472724139554
13,13,3,2,4.59,-2.47592575519032
13,13,3,2,4.6,-2.50643483819821
13,13,3,2,4.61,-2.53889909683091
13,13,3,2,4.62,-2.57342194882654
13,13,3,2,4.63,-2.61011059338935
13,13,3,2,4.64,-2.6490757605565
13,13,3,2,4.65,-2.69043140909672
13,13,3,2,4.66,-2.73429437007735
13,13,3,2,4.67,-2.78078393375379
13,13,3,2,4.68,-2.83002137808778
13,13,3,2,4.69,-2.88212943799275
13,13,3,2,4.7,-2.93723171533592
13,13,3,2,4.71,-2.99545203079288
13,13,3,2,4.72,-3.05691371984137
13,13,3,2,4.73,-3.1217388764767
13,13,3,2,4.74,-3.19004754960847
13,13,3,2,4.75,-3.2619568985229
13,13,3,2,4.76,-3.33758031522814
13,13,3,2,4.77,-3.41702652289327
13,13,3,2,4.78,-3.50039866089588
13,13,3,2,4.79,-3.58779336815069
13,13,3,2,4.8,-3.67929987734891
13,13,3,2,4.81,-3.77499913343935
13,13,3,2,4.82,-3.87496295007935
13,13,3,2,4.83,-3.97925321783555
13,13,3,2,4.84,-4.08792117759149
13,13,3,2,4.85,-4.20100677190539
13,13,3,2,4.86,-4.31853808595782
13,13,3,2,4.87,-4.44053088825252
13,13,3,2,4.88,-4.56698827942039
13,13,3,2,4.89,-4.69790045537585
13,13,3,2,4.9,-4.83324458875626
13,13,3,2,4.91,-4.97298483011211
13,13,3,2,4.92,-5.11707242779724
13,13,3,2,4.93,-5.26544596301886
13,13,3,2,4.94,-5.41803169413676
13,13,3,2,4.95,-5.57474400212808
13,13,3,2,4.96,-5.73548592722836
13,13,3,2,4.97,-5.90014978518078
13,13,3,2,4.98,-6.06861785030975
13,13,3,2,4.99,-6.24076309181161
13,13,3,2,5,-6.41644994922405
13,13,2,2.5,1,-0.529585997428641
13,13,2,2.5,1.01,-0.526499976426341
13,13,2,2.5,1.02,-0.523413576375727
13,13,2,2.5,1.03,-0.520328565984846
13,13,2,2.5,1.04,-0.517246725453314
13,13,2,2.5,1.05,-0.514169844302061
13,13,2,2.5,1.06,-0.511099719199482
13,13,2,2.5,1.07,-0.508038151789739
13,13,2,2.5,1.08,-0.50498694652882
13,13,2,2.5,1.09,-0.501947908534072
13,13,2,2.5,1.1,-0.49892284145258
13,13,2,2.5,1.11,-0.495913545353875
13,13,2,2.5,1.12,-0.492921814652214
13,13,2,2.5,1.13,-0.489949436063473
13,13,2,2.5,1.14,-0.486998186601597
13,13,2,2.5,1.15,-0.484069831619333
13,13,2,2.5,1.16,-0.48116612289777
13,13,2,2.5,1.17,-0.478288796788909
13,13,2,2.5,1.18,-0.47543957241535
13,13,2,2.5,1.19,-0.4726201499309
13,13,2,2.5,1.2,-0.469832208845567
13,13,2,2.5,1.21,-0.467077406418247
13,13,2,2.5,1.22,-0.464357376120037
13,13,2,2.5,1.23,-0.461673726170869
13,13,2,2.5,1.24,-0.459028038151858
13,13,2,2.5,1.25,-0.456421865695432
13,13,2,2.5,1.26,-0.453856733255079
13,13,2,2.5,1.27,-0.451334134956141
13,13,2,2.5,1.28,-0.448855533528908
13,13,2,2.5,1.29,-0.446422359324864
13,13,2,2.5,1.3,-0.444036009416727
13,13,2,2.5,1.31,-0.441697846782573
13,13,2,2.5,1.32,-0.439409199574043
13,13,2,2.5,1.33,-0.437171360468483
13,13,2,2.5,1.34,-0.434985586104393
13,13,2,2.5,1.35,-0.432853096599443
13,13,2,2.5,1.36,-0.430775075150063
13,13,2,2.5,1.37,-0.428752667711295
13,13,2,2.5,1.38,-0.426786982755378
13,13,2,2.5,1.39,-0.424879091107388
13,13,2,2.5,1.4,-0.423030025855948
13,13,2,2.5,1.41,-0.421240782336894
13,13,2,2.5,1.42,-0.419512318187508
13,13,2,2.5,1.43,-0.417845553468887
13,13,2,2.5,1.44,-0.416241370853678
13,13,2,2.5,1.45,-0.414700615876382
13,13,2,2.5,1.46,-0.413224097243212
13,13,2,2.5,1.47,-0.411812587198406
13,13,2,2.5,1.48,-0.410466821943682
13,13,2,2.5,1.49,-0.40918750210747
13,13,2,2.5,1.5,-0.407975293260433
13,13,2,2.5,1.51,-0.406830826473646
13,13,2,2.5,1.52,-0.405754698915703
13,13,2,2.5,1.53,-0.404747474484972
13,13,2,2.5,1.54,-0.403809684473044
13,13,2,2.5,1.55,-0.402941828255401
13,13,2,2.5,1.56,-0.402144374005148
13,13,2,2.5,1.57,-0.401417759425688
13,13,2,2.5,1.58,-0.400762392497917
13,13,2,2.5,1.59,-0.400178652237655
13,13,2,2.5,1.6,-0.399666889458683
13,13,2,2.5,1.61,-0.399227427536823
13,13,2,2.5,1.62,-0.398860563170202
13,13,2,2.5,1.63,-0.398566567130853
13,13,2,2.5,1.64,-0.398345685002464
13,13,2,2.5,1.65,-0.398198137899084
13,13,2,2.5,1.66,-0.398124123159228
13,13,2,2.5,1.67,-0.398123815009673
13,13,2,2.5,1.68,-0.398197365192961
13,13,2,2.5,1.69,-0.398344903552292
13,13,2,2.5,1.7,-0.398566538567157
13,13,2,2.5,1.71,-0.398862357832708
13,13,2,2.5,1.72,-0.399232428475363
13,13,2,2.5,1.73,-0.3996767974967
